"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"New Zealand Breakers","2pt","Jump Shot",91.09,16.74,"Miss"
"New Zealand Breakers","3pt","Jump Shot",78.14,9.65,"Miss"
"Sydney Kings","3pt","Jump Shot",32.71,42.38,"Miss"
"New Zealand Breakers","2pt","Driving Layup",86.64,54.15,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",72.87,81,"Make"
"Sydney Kings","3pt","Jump Shot",24.45,88.08,"Miss"
"Sydney Kings","2pt","Tip In",5,50,"Miss"
"Sydney Kings","2pt","Tip In",5,50,"Make"
"New Zealand Breakers","2pt","Jump Shot",16.84,50.46,"Miss"
"Sydney Kings","3pt","Jump Shot",74.49,19.05,"Miss"
"Sydney Kings","3pt","Jump Shot",25.75,10.86,"Make"
"Sydney Kings","2pt","Driving Layup",17.73,36.2,"Miss"
"Sydney Kings","3pt","Jump Shot",31.74,40.12,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",69.23,64.56,"Miss"
"Sydney Kings","3pt","Jump Shot",29.31,26.09,"Miss"
"New Zealand Breakers","3pt","Jump Shot",70.61,31.52,"Make"
"New Zealand Breakers","2pt","Layup",84.78,43.14,"Make"
"New Zealand Breakers","3pt","Jump Shot",78.38,90.2,"Miss"
"Sydney Kings","2pt","Layup",13.28,47.66,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",80.73,44.34,"Make"
"Sydney Kings","3pt","Jump Shot",25.02,15.54,"Make"
"New Zealand Breakers","3pt","Jump Shot",66.48,51.28,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",21.38,63.2,"Miss"
"Sydney Kings","3pt","Jump Shot",28.02,20.21,"Miss"
"New Zealand Breakers","3pt","Jump Shot",74.17,85.67,"Miss"
"Sydney Kings","2pt","Euro Step",15.95,58.22,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",68.02,44.19,"Miss"
"Sydney Kings","3pt","Jump Shot",30.69,23.38,"Miss"
"New Zealand Breakers","2pt","Driving Layup",86.07,45.55,"Make"
"Sydney Kings","3pt","Jump Shot",30.28,21.72,"Miss"
"New Zealand Breakers","3pt","Jump Shot",85.51,95.93,"Miss"
"New Zealand Breakers","3pt","Jump Shot",75.3,15.54,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",26.56,42.23,"Miss"
"New Zealand Breakers","3pt","Jump Shot",83.32,8.14,"Miss"
"Sydney Kings","2pt","Dunk",11.5,48.87,"Make"
"New Zealand Breakers","2pt","Floating Jump Shot",85.34,44.8,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Miss"
"Sydney Kings","2pt","Jump Shot",10.36,57.32,"Miss"
"New Zealand Breakers","3pt","Jump Shot",72.96,77.68,"Miss"
"Sydney Kings","2pt","Floating Jump Shot",13.52,50.08,"Miss"
"New Zealand Breakers","2pt","Driving Layup",85.59,44.95,"Make"
"Sydney Kings","3pt","Jump Shot",28.91,24.74,"Miss"
"Sydney Kings","3pt","Jump Shot",32.39,52.79,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",20,54.6,"Make"
"New Zealand Breakers","2pt","Driving Layup",86.96,50.08,"Make"
"Sydney Kings","2pt","Euro Step",9.07,44.04,"Make"
"New Zealand Breakers","3pt","Jump Shot",76.19,12.52,"Miss"
"Sydney Kings","2pt","Layup",87.41,44.21,"Make"
"New Zealand Breakers","3pt","Jump Shot",24.45,15.09,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",18.48,42.53,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Make"
"New Zealand Breakers","2pt","Layup",12.1,60.21,"Miss"
"New Zealand Breakers","2pt","Step Back Jump Shot",18.48,75.76,"Miss"
"Sydney Kings","3pt","Jump Shot",68.19,42.68,"Make"
"New Zealand Breakers","3pt","Jump Shot",31.23,35.06,"Make"
"Sydney Kings","3pt","Jump Shot",94.36,3.2,"Make"
"New Zealand Breakers","2pt","Driving Layup",13.25,40.24,"Miss"
"Sydney Kings","3pt","Jump Shot",67.38,54.73,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",68.6,54.57,"Make"
"New Zealand Breakers","3pt","Jump Shot",26.66,20.88,"Miss"
"Sydney Kings","2pt","Layup",86.18,42.99,"Make"
"Sydney Kings","3pt","Jump Shot",75.47,16.46,"Miss"
"Sydney Kings","2pt","Step Back Jump Shot",83.57,66.01,"Miss"
"Sydney Kings","2pt","Layup",87,45.12,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",13.74,42.68,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",87.65,74.39,"Make"
"New Zealand Breakers","2pt","Step Back Jump Shot",12.43,38.26,"Make"
"Sydney Kings","2pt","Jump Shot",90.52,38.87,"Make"
"New Zealand Breakers","2pt","Layup",12.76,50.76,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",88.55,60.06,"Make"
"New Zealand Breakers","2pt","Floating Jump Shot",19.95,49.09,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Make"
"Sydney Kings","3pt","Jump Shot",68.85,55.64,"Miss"
"Sydney Kings","3pt","Jump Shot",66.72,40.55,"Miss"
"New Zealand Breakers","3pt","Jump Shot",26.98,82.16,"Miss"
"Sydney Kings","2pt","Driving Layup",91.17,55.95,"Make"
"New Zealand Breakers","3pt","Jump Shot",33.93,35.21,"Miss"
"Sydney Kings","3pt","Jump Shot",78.09,12.5,"Make"
"New Zealand Breakers","3pt","Jump Shot",24.28,12.2,"Miss"
"Sydney Kings","2pt","Layup",90.11,48.63,"Make"
"New Zealand Breakers","3pt","Jump Shot",19.71,92.84,"Miss"
"Sydney Kings","3pt","Jump Shot",74.08,88.72,"Miss"
"Sydney Kings","2pt","Dunk",88.72,48.17,"Make"
"New Zealand Breakers","3pt","Jump Shot",26.9,14.02,"Miss"
"Sydney Kings","2pt","Jump Shot",88.96,55.95,"Miss"
"New Zealand Breakers","3pt","Jump Shot",17.33,94.66,"Miss"
"Sydney Kings","3pt","Jump Shot",82.01,94.66,"Miss"
"Sydney Kings","3pt","Jump Shot",77.51,13.26,"Miss"
"New Zealand Breakers","2pt","Dunk",12.02,43.9,"Make"
"Sydney Kings","3pt","Jump Shot",74,20.58,"Miss"
"New Zealand Breakers","2pt","Step Back Jump Shot",10.87,71.04,"Make"
"Sydney Kings","2pt","Driving Layup",87.82,42.68,"Make"
"New Zealand Breakers","2pt","Driving Layup",20.03,48.32,"Miss"
"New Zealand Breakers","2pt","Tip In",5,50,"Make"
"Sydney Kings","2pt","Jump Shot",89.04,47.41,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",20.61,46.34,"Miss"
"New Zealand Breakers","2pt","Layup",7.93,57.01,"Miss"
"New Zealand Breakers","2pt","Turn Around Jump Shot",18.07,57.93,"Make"
"Sydney Kings","2pt","Jump Shot",84.3,68.45,"Miss"
"Sydney Kings","2pt","Layup",92.97,55.03,"Make"
"New Zealand Breakers","2pt","Reverse Layup",11.69,48.17,"Miss"
"Sydney Kings","2pt","Jump Shot",89.78,55.95,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",82.75,40.85,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",18.81,62.5,"Make"
"Sydney Kings","2pt","Driving Layup",87.98,53.35,"Make"
"New Zealand Breakers","2pt","Driving Layup",9.16,58.99,"Make"
"Sydney Kings","3pt","Jump Shot",67.78,55.95,"Make"
"New Zealand Breakers","2pt","Jump Shot",18.23,39.33,"Make"
"Sydney Kings","3pt","Jump Shot",74.41,18.45,"Miss"
"New Zealand Breakers","2pt","Driving Layup",13.33,49.39,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",76.7,15.7,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",23.71,38.87,"Make"
"Sydney Kings","3pt","Jump Shot",69.83,73.78,"Make"
"New Zealand Breakers","3pt","Jump Shot",32.46,42.84,"Miss"
"Sydney Kings","2pt","Layup",91.41,48.02,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",70.45,76.32,"Make"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",17.17,52.79,"Miss"
"Tasmania JackJumpers","2pt","Hook Shot",11.58,46.91,"Make"
"Brisbane Bullets","3pt","Jump Shot",87.45,3.17,"Miss"
"Tasmania JackJumpers","2pt","Turn Around Jump Shot",12.23,62.59,"Miss"
"Brisbane Bullets","2pt","Layup",91.01,53.39,"Make"
"Tasmania JackJumpers","2pt","Hook Shot",8.91,49.02,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",14.74,15.69,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",73.04,14.48,"Make"
"Brisbane Bullets","2pt","Jump Shot",92.71,53.7,"Miss"
"Tasmania JackJumpers","2pt","Layup",7.77,53.7,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",13.36,52.04,"Miss"
"Brisbane Bullets","2pt","Layup",93.12,52.94,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",12.79,53.39,"Miss"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Brisbane Bullets","2pt","Dunk",91.09,47.51,"Miss"
"Brisbane Bullets","3pt","Jump Shot",69.15,27.6,"Miss"
"Brisbane Bullets","3pt","Jump Shot",66.4,49.92,"Miss"
"Brisbane Bullets","2pt","Driving Layup",90.93,46.3,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",5.59,29.11,"Miss"
"Tasmania JackJumpers","2pt","Layup",8.42,45.55,"Miss"
"Tasmania JackJumpers","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","2pt","Layup",6.64,47.36,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",82.91,57.01,"Miss"
"Brisbane Bullets","2pt","Jump Shot",91.58,46.3,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",30.04,25.64,"Miss"
"Brisbane Bullets","2pt","Fade Away",84.37,36.65,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",27.94,80.54,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",16.6,55.2,"Make"
"Brisbane Bullets","3pt","Jump Shot",85.91,96.08,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",8.1,54.15,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",7.61,47.21,"Make"
"Brisbane Bullets","2pt","Driving Layup",91.17,53.09,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",3.48,3.32,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",8.42,2.87,"Miss"
"Brisbane Bullets","2pt","Driving Layup",85.75,62.14,"Miss"
"Tasmania JackJumpers","2pt","Layup",7.61,53.7,"Miss"
"Brisbane Bullets","3pt","Pull Up Jump Shot",66.07,57.47,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",16.11,53.54,"Miss"
"Brisbane Bullets","2pt","Driving Layup",91.66,47.96,"Make"
"Brisbane Bullets","2pt","Driving Layup",87.61,49.77,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",28.99,78.13,"Miss"
"Tasmania JackJumpers","2pt","Hook Shot",8.74,49.77,"Miss"
"Brisbane Bullets","3pt","Jump Shot",69.88,22.93,"Miss"
"Brisbane Bullets","2pt","Layup",91.17,47.21,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",29.39,23.68,"Make"
"Tasmania JackJumpers","2pt","Dunk",8.1,47.66,"Make"
"Brisbane Bullets","2pt","Reverse Layup",92.87,46.91,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",12.47,43.89,"Miss"
"Brisbane Bullets","3pt","Jump Shot",70.04,16.44,"Miss"
"Brisbane Bullets","2pt","Layup",92.31,59.88,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",16.11,22.02,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",6.8,47.51,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",28.02,18.25,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",31.9,66.21,"Make"
"Brisbane Bullets","3pt","Jump Shot",94.09,2.41,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",22.43,89.74,"Miss"
"Brisbane Bullets","3pt","Jump Shot",88.1,96.83,"Make"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",15.1,86.11,"Make"
"Brisbane Bullets","3pt","Jump Shot",71.5,20.81,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",32.79,68.93,"Miss"
"Brisbane Bullets","2pt","Layup",92.63,46.61,"Make"
"Brisbane Bullets","2pt","Hook Shot",86.72,48.72,"Make"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",20.97,52.94,"Make"
"Brisbane Bullets","2pt","Driving Layup",93.85,46.3,"Make"
"Brisbane Bullets","2pt","Layup",91.17,48.87,"Make"
"Tasmania JackJumpers","2pt","Jump Shot",6.72,18.55,"Make"
"Brisbane Bullets","3pt","Jump Shot",70.61,76.62,"Miss"
"Tasmania JackJumpers","3pt","Step Back Jump Shot",32.23,68.02,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",78.54,9.35,"Make"
"Brisbane Bullets","3pt","Jump Shot",32.47,38.76,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",82.11,47.66,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",8.74,65.16,"Miss"
"Brisbane Bullets","2pt","Layup",7.04,45.25,"Make"
"Tasmania JackJumpers","2pt","Layup",93.52,46.61,"Make"
"Brisbane Bullets","3pt","Jump Shot",32.79,62.44,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",87.37,50.83,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",27.29,15.69,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",67.13,52.49,"Miss"
"Brisbane Bullets","2pt","Turn Around Jump Shot",15.79,43.44,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",91.98,47.21,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",10.85,59.73,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",71.42,75.11,"Miss"
"Brisbane Bullets","3pt","Jump Shot",31.82,64.71,"Miss"
"Brisbane Bullets","3pt","Jump Shot",25.83,85.67,"Miss"
"Tasmania JackJumpers","3pt","Jump Shot",75.63,89.44,"Miss"
"Brisbane Bullets","2pt","Driving Layup",7.69,46,"Miss"
"Tasmania JackJumpers","2pt","Layup",90.93,55.2,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",65.67,43.74,"Make"
"Brisbane Bullets","2pt","Driving Layup",11.09,47.21,"Make"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",75.55,47.06,"Miss"
"Tasmania JackJumpers","2pt","Tip In",95,50,"Miss"
"Brisbane Bullets","3pt","Jump Shot",18.38,93.82,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",85.26,56.71,"Miss"
"Brisbane Bullets","2pt","Layup",7.85,46.15,"Make"
"Brisbane Bullets","3pt","Jump Shot",6.23,96.98,"Make"
"Tasmania JackJumpers","3pt","Jump Shot",71.34,79.94,"Miss"
"Brisbane Bullets","3pt","Jump Shot",13.6,3.62,"Miss"
"Brisbane Bullets","2pt","Driving Layup",7.13,54,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",68.18,68.63,"Miss"
"Brisbane Bullets","3pt","Pull Up Jump Shot",30.69,29.11,"Miss"
"Brisbane Bullets","3pt","Pull Up Jump Shot",31.58,65.01,"Miss"
"Brisbane Bullets","2pt","Euro Step",12.79,53.54,"Miss"
"Tasmania JackJumpers","2pt","Driving Layup",91.34,47.06,"Make"
"Brisbane Bullets","3pt","Step Back Jump Shot",29.23,18.4,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",91.34,47.06,"Make"
"Brisbane Bullets","3pt","Jump Shot",7.85,3.62,"Miss"
"Tasmania JackJumpers","2pt","Layup",92.31,53.54,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",14.17,55.35,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",70.53,20.81,"Make"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",68.74,27.9,"Miss"
"Brisbane Bullets","2pt","Hook Shot",9.64,54,"Make"
"Tasmania JackJumpers","2pt","Driving Layup",91.82,45.25,"Make"
"Tasmania JackJumpers","2pt","Layup",91.74,46.61,"Make"
"Brisbane Bullets","3pt","Jump Shot",31.82,26.4,"Miss"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",83.48,46.46,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",7.85,25.04,"Miss"
"Tasmania JackJumpers","2pt","Layup",92.87,54.15,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",7.85,55.66,"Make"
"Tasmania JackJumpers","2pt","Pull Up Jump Shot",80.97,61.84,"Make"
"Brisbane Bullets","2pt","Layup",9.64,48.57,"Miss"
"Tasmania JackJumpers","3pt","Pull Up Jump Shot",69.88,26.4,"Miss"
"Brisbane Bullets","3pt","Jump Shot",29.07,78.58,"Miss"
"Tasmania JackJumpers","2pt","Fade Away",83.4,27.3,"Miss"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",82.02,55.35,"Miss"
"Brisbane Bullets","2pt","Jump Shot",6.72,65.16,"Miss"
"Brisbane Bullets","2pt","Tip In",5,50,"Make"
"Tasmania JackJumpers","2pt","Step Back Jump Shot",83.48,74.36,"Miss"
"Brisbane Bullets","3pt","Jump Shot",33.52,60.94,"Make"
"Tasmania JackJumpers","2pt","Floating Jump Shot",89.39,45.25,"Miss"
"Brisbane Bullets","2pt","Pull Up Jump Shot",25.18,36.95,"Miss"
"Brisbane Bullets","2pt","Hook Shot",7.77,53.09,"Make"
"Tasmania JackJumpers","2pt","Layup",91.9,52.79,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",10.04,39.67,"Miss"
"Tasmania JackJumpers","2pt","Dunk",92.87,53.39,"Make"
"Brisbane Bullets","3pt","Jump Shot",16.28,4.52,"Miss"
"Brisbane Bullets","3pt","Jump Shot",90.93,81.75,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",94.09,39.52,"Make"
"New Zealand Breakers","2pt","Driving Layup",10.45,43.74,"Make"
"Illawarra Hawks","2pt","Driving Layup",86.32,40.12,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",26.88,47.51,"Make"
"Illawarra Hawks","3pt","Jump Shot",67.53,61.84,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",20.97,25.19,"Miss"
"Illawarra Hawks","2pt","Driving Layup",90.85,39.52,"Miss"
"New Zealand Breakers","2pt","Driving Layup",9.23,34.54,"Miss"
"Illawarra Hawks","2pt","Layup",92.79,61.09,"Make"
"New Zealand Breakers","2pt","Layup",6.56,46,"Make"
"New Zealand Breakers","2pt","Driving Layup",12.06,46.3,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",78.3,11.76,"Miss"
"Illawarra Hawks","2pt","Tip In",95,50,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",72.96,20.81,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",28.66,19.31,"Make"
"New Zealand Breakers","2pt","Layup",8.02,47.51,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",75.47,52.49,"Make"
"Illawarra Hawks","2pt","Floating Jump Shot",81.86,46,"Miss"
"New Zealand Breakers","2pt","Layup",11.01,43.29,"Make"
"New Zealand Breakers","2pt","Layup",8.42,42.99,"Make"
"Illawarra Hawks","3pt","Jump Shot",91.5,97.59,"Miss"
"Illawarra Hawks","2pt","Jump Shot",79.84,49.62,"Make"
"New Zealand Breakers","3pt","Jump Shot",34.66,43.29,"Miss"
"New Zealand Breakers","2pt","Dunk",5,50,"Make"
"New Zealand Breakers","3pt","Jump Shot",28.74,78.88,"Make"
"New Zealand Breakers","3pt","Jump Shot",30.28,79.64,"Make"
"Illawarra Hawks","2pt","Driving Layup",91.58,39.82,"Miss"
"Illawarra Hawks","3pt","Jump Shot",74.74,17.19,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",20.89,35.14,"Miss"
"Illawarra Hawks","3pt","Jump Shot",69.23,68.63,"Miss"
"Illawarra Hawks","2pt","Driving Layup",86.4,45.4,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",23,48.87,"Make"
"Illawarra Hawks","3pt","Jump Shot",67.37,73.91,"Make"
"New Zealand Breakers","2pt","Driving Layup",9.96,59.73,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",68.99,21.87,"Miss"
"New Zealand Breakers","2pt","Alley Oop",7.77,54.6,"Make"
"Illawarra Hawks","3pt","Jump Shot",67.04,47.36,"Miss"
"New Zealand Breakers","3pt","Jump Shot",14.33,3.32,"Make"
"New Zealand Breakers","3pt","Jump Shot",32.87,55.51,"Miss"
"Illawarra Hawks","2pt","Driving Layup",93.77,41.93,"Miss"
"New Zealand Breakers","3pt","Jump Shot",9.47,4.22,"Make"
"Illawarra Hawks","2pt","Driving Layup",92.55,57.47,"Miss"
"Illawarra Hawks","2pt","Tip In",95,50,"Make"
"New Zealand Breakers","3pt","Jump Shot",26.72,14.33,"Make"
"Illawarra Hawks","3pt","Jump Shot",69.55,71.95,"Miss"
"Illawarra Hawks","3pt","Jump Shot",70.04,72.25,"Make"
"New Zealand Breakers","3pt","Jump Shot",27.85,16.14,"Miss"
"New Zealand Breakers","2pt","Layup",9.88,53.09,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",69.64,81.75,"Miss"
"New Zealand Breakers","2pt","Driving Layup",9.07,54,"Make"
"Illawarra Hawks","3pt","Step Back Jump Shot",69.96,60.63,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",27.77,19.91,"Make"
"Illawarra Hawks","2pt","Fade Away",82.67,46.76,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",92.39,97.13,"Miss"
"Illawarra Hawks","2pt","Tip In",95,50,"Miss"
"Illawarra Hawks","2pt","Driving Layup",91.74,44.04,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",21.94,73.91,"Miss"
"New Zealand Breakers","2pt","Dunk",5,50,"Make"
"Illawarra Hawks","3pt","Jump Shot",94.82,3.92,"Miss"
"New Zealand Breakers","2pt","Reverse Layup",7.53,48.87,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",71.5,75.26,"Miss"
"New Zealand Breakers","2pt","Fade Away",8.34,56.71,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",67.53,58.52,"Miss"
"New Zealand Breakers","2pt","Driving Layup",10.04,47.21,"Make"
"Illawarra Hawks","2pt","Driving Layup",87.29,47.51,"Make"
"Illawarra Hawks","2pt","Turn Around Jump Shot",89.15,69.53,"Make"
"New Zealand Breakers","3pt","Jump Shot",36.11,39.82,"Miss"
"Illawarra Hawks","2pt","Turn Around Jump Shot",91.34,43.44,"Make"
"New Zealand Breakers","2pt","Driving Layup",6.48,47.81,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",28.83,76.47,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",68.34,69.83,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",25.34,84.46,"Miss"
"Illawarra Hawks","2pt","Fade Away",88.99,52.64,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",22.27,46.61,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",66.88,48.11,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",19.84,7.99,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",32.31,41.63,"Make"
"New Zealand Breakers","3pt","Jump Shot",22.19,87.03,"Miss"
"Illawarra Hawks","2pt","Alley Oop Dunk",11.01,52.04,"Make"
"New Zealand Breakers","3pt","Jump Shot",69.15,27.3,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",16.52,54.3,"Make"
"New Zealand Breakers","3pt","Jump Shot",78.79,8.3,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",71.01,77.68,"Miss"
"New Zealand Breakers","2pt","Pull Up Jump Shot",84.7,79.49,"Make"
"Illawarra Hawks","3pt","Jump Shot",34.17,49.02,"Make"
"New Zealand Breakers","3pt","Jump Shot",91.82,96.38,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",79.35,8.6,"Make"
"Illawarra Hawks","2pt","Driving Layup",8.74,55.66,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",79.6,10.41,"Miss"
"New Zealand Breakers","3pt","Jump Shot",75.55,86.43,"Miss"
"New Zealand Breakers","3pt","Jump Shot",92.23,96.38,"Make"
"Illawarra Hawks","2pt","Layup",9.39,48.11,"Make"
"New Zealand Breakers","2pt","Turn Around Jump Shot",82.11,45.55,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",68.74,34.84,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",27.04,82.5,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",25.34,50.68,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",71.09,22.93,"Make"
"Illawarra Hawks","3pt","Jump Shot",30.99,37.5,"Miss"
"New Zealand Breakers","3pt","Jump Shot",68.03,37.04,"Miss"
"New Zealand Breakers","2pt","Jump Shot",89.21,54.42,"Miss"
"New Zealand Breakers","2pt","Jump Shot",87.21,49.17,"Miss"
"New Zealand Breakers","2pt","Layup",91.17,46.15,"Miss"
"Illawarra Hawks","2pt","Driving Layup",9.23,51.13,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",75.79,36.8,"Make"
"Illawarra Hawks","3pt","Jump Shot",31.42,42.23,"Miss"
"New Zealand Breakers","2pt","Layup",92.87,55.51,"Miss"
"Illawarra Hawks","2pt","Driving Layup",10.45,51.43,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",77.81,26.24,"Make"
"Illawarra Hawks","2pt","Driving Layup",12.39,47.51,"Make"
"New Zealand Breakers","2pt","Pull Up Jump Shot",80.97,37.41,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",7.69,50.83,"Make"
"New Zealand Breakers","3pt","Pull Up Jump Shot",76.92,14.03,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",34.49,41.93,"Miss"
"Illawarra Hawks","2pt","Jump Shot",10.53,46.91,"Miss"
"New Zealand Breakers","2pt","Driving Layup",91.98,54.45,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",32.87,47.51,"Make"
"New Zealand Breakers","3pt","Jump Shot",88.34,3.32,"Miss"
"New Zealand Breakers","3pt","Jump Shot",48.42,48.11,"Miss"
"New Zealand Breakers","2pt","Euro Step",89.96,40.42,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",32.06,58.07,"Miss"
"New Zealand Breakers","2pt","Dunk",89.39,46.15,"Make"
"Illawarra Hawks","3pt","Jump Shot",8.18,96.53,"Miss"
"New Zealand Breakers","3pt","Pull Up Jump Shot",74.57,12.67,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Miss"
"New Zealand Breakers","2pt","Layup",91.82,47.06,"Miss"
"New Zealand Breakers","2pt","Driving Layup",91.98,44.95,"Miss"
"New Zealand Breakers","2pt","Jump Shot",84.96,50.91,"Miss"
"New Zealand Breakers","2pt","Tip In",95,50,"Miss"
"New Zealand Breakers","2pt","Euro Step",85.83,51.89,"Miss"
"Illawarra Hawks","3pt","Jump Shot",31.26,68.93,"Make"
"New Zealand Breakers","3pt","Jump Shot",74.17,16.29,"Miss"
