"Team","Shot_Type","Sub_Type","X","Y","Shot_Outcome"
"Illawarra Hawks","2pt","Floating Jump Shot",88.83,47.21,"Make"
"Illawarra Hawks","2pt","Floating Jump Shot",90.2,47.96,"Miss"
"Brisbane Bullets","2pt","Driving Layup",9.23,50.23,"Make"
"Illawarra Hawks","2pt","Dunk",91.34,47.51,"Make"
"Brisbane Bullets","2pt","Dunk",9.96,47.06,"Make"
"Illawarra Hawks","2pt","Driving Layup",88.34,43.59,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",13.28,37.41,"Make"
"Illawarra Hawks","3pt","Jump Shot",86.32,95.48,"Miss"
"Brisbane Bullets","3pt","Jump Shot",72.31,82.05,"Make"
"Brisbane Bullets","3pt","Jump Shot",68.74,33.63,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",16.11,47.06,"Make"
"Brisbane Bullets","3pt","Jump Shot",71.66,75.87,"Miss"
"Illawarra Hawks","2pt","Driving Layup",14.33,47.66,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",71.5,25.64,"Miss"
"Brisbane Bullets","3pt","Jump Shot",76.76,13.73,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",6.4,51.73,"Make"
"Brisbane Bullets","3pt","Pull Up Jump Shot",69.64,29.71,"Make"
"Brisbane Bullets","3pt","Jump Shot",69.47,80.09,"Miss"
"Illawarra Hawks","2pt","Turn Around Jump Shot",12.96,19.91,"Miss"
"Illawarra Hawks","2pt","Floating Jump Shot",8.66,46.91,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",29.31,64.56,"Miss"
"Brisbane Bullets","2pt","Hook Shot",85.75,48.57,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",32.23,53.54,"Miss"
"Brisbane Bullets","3pt","Jump Shot",73.6,17.8,"Make"
"Illawarra Hawks","2pt","Turn Around Jump Shot",7.53,48.42,"Make"
"Illawarra Hawks","2pt","Layup",10.69,45.1,"Make"
"Brisbane Bullets","2pt","Tip In",95,50,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",77.57,42.68,"Miss"
"Illawarra Hawks","3pt","Jump Shot",23.89,11.01,"Miss"
"Illawarra Hawks","2pt","Dunk",5.83,46.76,"Make"
"Illawarra Hawks","3pt","Jump Shot",31.17,67.87,"Miss"
"Brisbane Bullets","3pt","Jump Shot",81.05,6.18,"Miss"
"Illawarra Hawks","3pt","Jump Shot",30.77,27.6,"Miss"
"Brisbane Bullets","2pt","Turn Around Jump Shot",83.81,81.75,"Miss"
"Illawarra Hawks","3pt","Pull Up Jump Shot",27.21,84.62,"Miss"
"Brisbane Bullets","2pt","Pull Up Jump Shot",84.13,38.46,"Miss"
"Illawarra Hawks","2pt","Reverse Layup",7.69,50.23,"Make"
"Brisbane Bullets","2pt","Jump Shot",92.15,78.28,"Miss"
"Illawarra Hawks","3pt","Jump Shot",26.64,21.72,"Miss"
"Brisbane Bullets","3pt","Jump Shot",68.83,41.33,"Miss"
"Illawarra Hawks","2pt","Alley Oop",7.13,45.85,"Make"
"Illawarra Hawks","2pt","Dunk",13.2,48.87,"Make"
"Illawarra Hawks","2pt","Alley Oop",6.88,45.25,"Make"
"Brisbane Bullets","2pt","Turn Around Jump Shot",82.59,46,"Miss"
"Brisbane Bullets","2pt","Pull Up Jump Shot",84.45,41.18,"Make"
"Illawarra Hawks","2pt","Step Back Jump Shot",21.94,19.76,"Miss"
"Brisbane Bullets","2pt","Floating Jump Shot",88.83,43.14,"Make"
"Illawarra Hawks","3pt","Jump Shot",19.35,3.47,"Make"
"Brisbane Bullets","2pt","Step Back Jump Shot",84.94,23.23,"Make"
"Illawarra Hawks","2pt","Reverse Layup",7.13,49.77,"Make"
"Brisbane Bullets","3pt","Jump Shot",90.36,3.47,"Miss"
"Illawarra Hawks","3pt","Jump Shot",27.29,81.15,"Miss"
"Brisbane Bullets","2pt","Fade Away",88.74,31.98,"Miss"
"Illawarra Hawks","2pt","Driving Layup",9.07,44.95,"Miss"
"Brisbane Bullets","2pt","Pull Up Jump Shot",83.89,33.63,"Make"
"Illawarra Hawks","2pt","Driving Layup",12.55,46.61,"Make"
"Brisbane Bullets","2pt","Layup",88.5,52.49,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",14.09,25.49,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",87.85,55.66,"Make"
"Illawarra Hawks","3pt","Jump Shot",10.04,4.37,"Miss"
"Illawarra Hawks","3pt","Step Back Jump Shot",22.43,87.03,"Make"
"Brisbane Bullets","2pt","Floating Jump Shot",90.53,45.4,"Make"
"Illawarra Hawks","2pt","Reverse Layup",3.08,54.15,"Make"
"Illawarra Hawks","3pt","Jump Shot",18.38,2.71,"Miss"
"Brisbane Bullets","2pt","Layup",86.8,44.49,"Make"
"Brisbane Bullets","3pt","Jump Shot",69.64,70.74,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",19.76,45.85,"Miss"
"Brisbane Bullets","3pt","Pull Up Jump Shot",70.77,72.55,"Make"
"Illawarra Hawks","3pt","Pull Up Jump Shot",19.19,8.14,"Miss"
"Brisbane Bullets","2pt","Driving Layup",93.36,49.77,"Make"
"Illawarra Hawks","3pt","Jump Shot",25.18,15.54,"Make"
"Illawarra Hawks","2pt","Driving Layup",3.16,55.96,"Miss"
"Brisbane Bullets","2pt","Floating Jump Shot",80.65,24.89,"Make"
"Brisbane Bullets","2pt","Step Back Jump Shot",76.84,34.39,"Miss"
"Illawarra Hawks","2pt","Hook Shot",8.02,33.48,"Make"
"Brisbane Bullets","2pt","Driving Layup",85.1,43.89,"Make"
"Illawarra Hawks","2pt","Pull Up Jump Shot",25.02,54,"Miss"
"Illawarra Hawks","3pt","Jump Shot",21.3,11.46,"Miss"
"Brisbane Bullets","2pt","Pull Up Jump Shot",77.73,49.47,"Miss"
"Brisbane Bullets","2pt","Floating Jump Shot",81.78,49.32,"Miss"
"Illawarra Hawks","3pt","Jump Shot",10.85,96.83,"Make"
"Brisbane Bullets","3pt","Jump Shot",73.2,80.54,"Miss"
"Brisbane Bullets","3pt","Pull Up Jump Shot",71.66,15.08,"Miss"
"Illawarra Hawks","3pt","Jump Shot",17.49,8.9,"Miss"
"Brisbane Bullets","2pt","Layup",88.34,47.51,"Make"
"Illawarra Hawks","3pt","Jump Shot",27.53,20.66,"Miss"
"Melbourne United","2pt","Driving Layup",91.01,43.74,"Miss"
"Melbourne United","3pt","Jump Shot",72.23,77.07,"Miss"
"Adelaide 36ers","3pt","Jump Shot",4.62,2.26,"Miss"
"Melbourne United","2pt","Driving Layup",91.42,38.31,"Make"
"Melbourne United","2pt","Driving Layup",93.6,46.61,"Make"
"Melbourne United","2pt","Driving Layup",85.26,56.26,"Miss"
"Adelaide 36ers","2pt","Reverse Layup",8.66,47.81,"Make"
"Adelaide 36ers","2pt","Dunk",5,50,"Make"
"Adelaide 36ers","2pt","Driving Layup",12.23,52.04,"Miss"
"Melbourne United","2pt","Driving Layup",84.21,44.04,"Miss"
"Melbourne United","2pt","Driving Layup",93.93,46.61,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",30.45,27.15,"Miss"
"Melbourne United","2pt","Layup",93.44,43.29,"Make"
"Melbourne United","2pt","Driving Layup",87.04,45.4,"Make"
"Adelaide 36ers","2pt","Pull Up Jump Shot",16.52,18.55,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",78.06,9.5,"Miss"
"Melbourne United","2pt","Layup",95,50,"Make"
"Melbourne United","3pt","Jump Shot",69.15,73.76,"Miss"
"Adelaide 36ers","2pt","Layup",6.64,52.04,"Make"
"Melbourne United","2pt","Tip In",95,50,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",70.69,72.85,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",30.69,75.87,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",80,54,"Miss"
"Adelaide 36ers","2pt","Floating Jump Shot",15.95,49.17,"Miss"
"Melbourne United","2pt","Reverse Layup",90.93,49.02,"Miss"
"Melbourne United","3pt","Jump Shot",81.21,94.12,"Miss"
"Melbourne United","3pt","Jump Shot",73.52,16.89,"Miss"
"Adelaide 36ers","2pt","Driving Layup",10.61,43.29,"Make"
"Melbourne United","3pt","Jump Shot",70.77,77.98,"Miss"
"Adelaide 36ers","3pt","Jump Shot",11.58,5.43,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",33.36,55.96,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Make"
"Melbourne United","2pt","Driving Layup",92.15,54.45,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",20.63,81.94,"Make"
"Adelaide 36ers","3pt","Jump Shot",30.04,81.45,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",31.82,73.91,"Miss"
"Melbourne United","2pt","Driving Layup",89.88,50.83,"Make"
"Melbourne United","3pt","Jump Shot",74.17,15.38,"Make"
"Melbourne United","2pt","Driving Layup",87.61,45.85,"Make"
"Melbourne United","3pt","Jump Shot",89.88,96.53,"Miss"
"Adelaide 36ers","3pt","Jump Shot",6.88,97.59,"Make"
"Melbourne United","2pt","Dunk",83,46.46,"Make"
"Adelaide 36ers","3pt","Jump Shot",17.81,93.36,"Miss"
"Adelaide 36ers","2pt","Driving Layup",12.47,52.94,"Miss"
"Melbourne United","2pt","Layup",81.38,48.11,"Miss"
"Adelaide 36ers","2pt","Fade Away",8.34,42.53,"Miss"
"Melbourne United","2pt","Floating Jump Shot",85.18,48.27,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",17.41,44.19,"Miss"
"Melbourne United","2pt","Layup",93.68,50.98,"Make"
"Melbourne United","2pt","Layup",86.56,53.7,"Make"
"Melbourne United","3pt","Jump Shot",72.71,77.83,"Make"
"Adelaide 36ers","3pt","Pull Up Jump Shot",23,93.06,"Miss"
"Adelaide 36ers","2pt","Layup",9.96,49.47,"Miss"
"Melbourne United","2pt","Layup",88.42,42.84,"Miss"
"Adelaide 36ers","2pt","Floating Jump Shot",18.95,46,"Make"
"Adelaide 36ers","2pt","Turn Around Jump Shot",15.55,51.43,"Miss"
"Melbourne United","3pt","Pull Up Jump Shot",71.74,77.07,"Miss"
"Adelaide 36ers","3pt","Jump Shot",7.85,3.62,"Miss"
"Melbourne United","2pt","Tip In",95,50,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",71.58,23.08,"Miss"
"Melbourne United","2pt","Euro Step",83.97,41.48,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",14.09,70.74,"Miss"
"Adelaide 36ers","2pt","Tip In",5,50,"Make"
"Adelaide 36ers","2pt","Driving Layup",8.74,49.47,"Miss"
"Melbourne United","2pt","Driving Layup",88.83,54.15,"Miss"
"Adelaide 36ers","2pt","Reverse Layup",5.83,50.68,"Make"
"Melbourne United","2pt","Hook Shot",91.17,49.47,"Make"
"Melbourne United","3pt","Jump Shot",68.18,48.57,"Miss"
"Adelaide 36ers","2pt","Tip In",5,50,"Make"
"Adelaide 36ers","2pt","Floating Jump Shot",19.6,47.81,"Miss"
"Adelaide 36ers","2pt","Jump Shot",3.32,67.42,"Miss"
"Adelaide 36ers","3pt","Jump Shot",29.8,74.06,"Miss"
"Melbourne United","3pt","Jump Shot",83.81,4.22,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",19.76,30.77,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",29.31,78.73,"Make"
"Melbourne United","2pt","Driving Layup",92.71,53.39,"Miss"
"Adelaide 36ers","2pt","Driving Layup",9.8,51.13,"Miss"
"Melbourne United","3pt","Jump Shot",73.52,22.02,"Make"
"Melbourne United","2pt","Layup",86.56,51.89,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",32.31,46.76,"Make"
"Melbourne United","3pt","Jump Shot",71.74,19.61,"Miss"
"Adelaide 36ers","2pt","Turn Around Jump Shot",8.42,44.8,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",85.51,46.91,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",27.61,78.58,"Make"
"Adelaide 36ers","2pt","Floating Jump Shot",11.42,50.83,"Make"
"Melbourne United","2pt","Tip In",95,50,"Make"
"Melbourne United","2pt","Tip In",95,50,"Miss"
"Melbourne United","3pt","Jump Shot",68.34,43.74,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",82.43,53.39,"Miss"
"Adelaide 36ers","2pt","Hook Shot",12.15,47.21,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",85.1,25.49,"Make"
"Adelaide 36ers","2pt","Floating Jump Shot",79.76,46.15,"Make"
"Melbourne United","2pt","Driving Layup",6.32,51.43,"Make"
"Adelaide 36ers","3pt","Pull Up Jump Shot",69.47,24.13,"Make"
"Melbourne United","2pt","Euro Step",13.52,48.72,"Make"
"Melbourne United","2pt","Driving Layup",7.61,48.27,"Make"
"Adelaide 36ers","2pt","Tip In",95,50,"Miss"
"Adelaide 36ers","2pt","Driving Layup",89.23,41.48,"Miss"
"Melbourne United","2pt","Driving Layup",12.23,49.62,"Make"
"Adelaide 36ers","3pt","Pull Up Jump Shot",68.5,30.62,"Miss"
"Adelaide 36ers","2pt","Layup",92.39,56.11,"Make"
"Adelaide 36ers","2pt","Layup",88.18,49.62,"Make"
"Adelaide 36ers","3pt","Pull Up Jump Shot",71.66,29.11,"Miss"
"Melbourne United","2pt","Driving Layup",9.15,49.47,"Miss"
"Adelaide 36ers","3pt","Jump Shot",80.32,10.86,"Make"
"Melbourne United","3pt","Jump Shot",21.86,11.46,"Make"
"Melbourne United","3pt","Jump Shot",32.96,54.3,"Miss"
"Adelaide 36ers","2pt","Tip In",95,50,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",14.41,2.56,"Miss"
"Adelaide 36ers","2pt","Reverse Layup",89.72,48.57,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",30.93,15.23,"Miss"
"Adelaide 36ers","2pt","Reverse Layup",90.93,52.79,"Miss"
"Melbourne United","3pt","Jump Shot",25.26,15.23,"Make"
"Melbourne United","3pt","Pull Up Jump Shot",30.85,65.31,"Miss"
"Adelaide 36ers","2pt","Turn Around Jump Shot",84.94,37.41,"Make"
"Melbourne United","3pt","Step Back Jump Shot",23.08,10.26,"Make"
"Adelaide 36ers","2pt","Layup",88.66,43.74,"Make"
"Adelaide 36ers","2pt","Reverse Layup",92.96,50.08,"Make"
"Melbourne United","2pt","Reverse Layup",5.59,51.58,"Miss"
"Adelaide 36ers","3pt","Pull Up Jump Shot",67.69,50.68,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",18.22,38.91,"Miss"
"Adelaide 36ers","3pt","Jump Shot",96.6,3.02,"Miss"
"Melbourne United","2pt","Turn Around Jump Shot",13.04,48.11,"Make"
"Adelaide 36ers","2pt","Fade Away",84.62,26.24,"Make"
"Melbourne United","3pt","Jump Shot",27.69,82.05,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",86.88,33.94,"Make"
"Melbourne United","3pt","Jump Shot",29.8,15.99,"Miss"
"Melbourne United","2pt","Layup",9.07,46.61,"Make"
"Adelaide 36ers","2pt","Jump Shot",74.25,39.67,"Miss"
"Melbourne United","3pt","Jump Shot",23.81,88.99,"Make"
"Adelaide 36ers","3pt","Jump Shot",68.18,53.54,"Miss"
"Adelaide 36ers","3pt","Jump Shot",85.99,4.68,"Make"
"Adelaide 36ers","3pt","Step Back Jump Shot",78.54,9.05,"Make"
"Melbourne United","3pt","Jump Shot",28.1,15.84,"Make"
"Melbourne United","2pt","Alley Oop Dunk",9.23,50.53,"Miss"
"Adelaide 36ers","3pt","Step Back Jump Shot",79.03,93.82,"Make"
"Melbourne United","2pt","Reverse Layup",10.53,49.47,"Miss"
"Adelaide 36ers","2pt","Driving Layup",89.31,41.18,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",16.11,51.28,"Miss"
"Adelaide 36ers","2pt","Pull Up Jump Shot",89.07,43.74,"Make"
"Melbourne United","2pt","Driving Layup",11.34,43.44,"Make"
"Adelaide 36ers","2pt","Pull Up Jump Shot",81.62,43.59,"Miss"
"Melbourne United","2pt","Driving Layup",9.31,49.17,"Make"
"Melbourne United","2pt","Driving Layup",11.74,55.81,"Make"
"Adelaide 36ers","2pt","Driving Layup",92.79,48.57,"Miss"
"Melbourne United","3pt","Jump Shot",25.26,83.41,"Make"
"Melbourne United","2pt","Reverse Layup",7.13,58.97,"Miss"
"Melbourne United","3pt","Jump Shot",21.46,8.6,"Miss"
"Adelaide 36ers","2pt","Layup",90.2,47.06,"Make"
"Melbourne United","2pt","Fade Away",14.01,35.6,"Make"
"Adelaide 36ers","2pt","Pull Up Jump Shot",82.11,68.17,"Make"
"Melbourne United","2pt","Jump Shot",6.72,50.98,"Miss"
"Melbourne United","2pt","Driving Layup",11.66,45.85,"Miss"
"Adelaide 36ers","3pt","Jump Shot",90.77,3.47,"Miss"
"Adelaide 36ers","2pt","Dunk",89.64,48.87,"Make"
"Melbourne United","2pt","Turn Around Jump Shot",5.99,47.81,"Miss"
"Adelaide 36ers","2pt","Driving Layup",86.48,54.15,"Make"
"Adelaide 36ers","2pt","Floating Jump Shot",87,46.19,"Miss"
"Melbourne United","2pt","Pull Up Jump Shot",19.92,69.68,"Miss"
"Melbourne United","2pt","Driving Layup",8.91,45.4,"Make"
"Adelaide 36ers","3pt","Jump Shot",67.29,49.77,"Miss"
"Adelaide 36ers","2pt","Floating Jump Shot",94.57,47.66,"Miss"
"Melbourne United","2pt","Driving Layup",8.66,39.22,"Make"
"Adelaide 36ers","3pt","Pull Up Jump Shot",70.28,71.34,"Make"
"Melbourne United","2pt","Tip In",5,50,"Miss"
"Melbourne United","2pt","Driving Layup",9.39,73.45,"Miss"
"Sydney Kings","3pt","Jump Shot",69.66,33.69,"Miss"
"Perth Wildcats","2pt","Layup",21.1,55.03,"Make"
"Perth Wildcats","2pt","Layup",8.09,44.82,"Miss"
"Sydney Kings","3pt","Jump Shot",92.89,4.12,"Make"
"Perth Wildcats","2pt","Reverse Layup",6.79,53.66,"Make"
"Perth Wildcats","3pt","Jump Shot",29.19,66.31,"Miss"
"Sydney Kings","3pt","Jump Shot",89.78,4.73,"Miss"
"Perth Wildcats","3pt","Jump Shot",31.56,58.84,"Make"
"Perth Wildcats","3pt","Jump Shot",31.4,57.32,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",67.78,62.35,"Make"
"Perth Wildcats","2pt","Floating Jump Shot",10.96,37.8,"Miss"
"Sydney Kings","3pt","Jump Shot",82.17,93.14,"Miss"
"Perth Wildcats","2pt","Pull Up Jump Shot",6.46,37.96,"Miss"
"Perth Wildcats","2pt","Fade Away",9.81,33.99,"Miss"
"Sydney Kings","2pt","Tip In",95,50,"Make"
"Sydney Kings","2pt","Pull Up Jump Shot",81.03,64.48,"Miss"
"Perth Wildcats","3pt","Jump Shot",30.66,69.21,"Miss"
"Sydney Kings","3pt","Jump Shot",68.85,59.45,"Make"
"Perth Wildcats","2pt","Layup",6.38,54.57,"Make"
"Sydney Kings","3pt","Jump Shot",71.14,75.46,"Make"
"Sydney Kings","2pt","Driving Layup",94.19,54.88,"Make"
"Perth Wildcats","2pt","Floating Jump Shot",15.7,52.9,"Miss"
"Perth Wildcats","3pt","Jump Shot",30.99,68.45,"Miss"
"Perth Wildcats","3pt","Step Back Jump Shot",29.68,32.01,"Make"
"Sydney Kings","3pt","Jump Shot",77.11,11.43,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",83.07,58.23,"Make"
"Perth Wildcats","3pt","Pull Up Jump Shot",31.07,63.72,"Miss"
"Sydney Kings","2pt","Layup",92.23,48.93,"Make"
"Perth Wildcats","3pt","Jump Shot",31.81,51.37,"Miss"
"Perth Wildcats","3pt","Step Back Jump Shot",29.44,30.18,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",69.83,67.38,"Make"
"Sydney Kings","2pt","Floating Jump Shot",84.79,59.3,"Make"
"Perth Wildcats","3pt","Jump Shot",7.2,3.96,"Make"
"Sydney Kings","2pt","Hook Shot",88.8,47.26,"Miss"
"Perth Wildcats","3pt","Jump Shot",28.86,22.56,"Miss"
"Perth Wildcats","2pt","Layup",7.52,53.96,"Make"
"Perth Wildcats","2pt","Tip In",5,50,"Miss"
"Perth Wildcats","2pt","Floating Jump Shot",12.18,56.86,"Miss"
"Perth Wildcats","3pt","Step Back Jump Shot",23.79,84.3,"Miss"
"Sydney Kings","3pt","Jump Shot",95.83,96.8,"Make"
"Perth Wildcats","3pt","Jump Shot",24.37,16.77,"Miss"
"Perth Wildcats","3pt","Jump Shot",22.73,11.74,"Miss"
"Perth Wildcats","2pt","Jump Shot",7.6,44.21,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",86.1,50.15,"Make"
"Perth Wildcats","3pt","Jump Shot",31.48,55.49,"Miss"
"Sydney Kings","3pt","Jump Shot",69.66,68.9,"Miss"
"Perth Wildcats","2pt","Pull Up Jump Shot",20.85,49.85,"Make"
"Sydney Kings","2pt","Driving Layup",93.54,52.13,"Miss"
"Sydney Kings","2pt","Driving Layup",91.66,48.32,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",70.16,74.85,"Miss"
"Perth Wildcats","2pt","Layup",7.6,45.73,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",79.8,90.55,"Make"
"Perth Wildcats","2pt","Driving Layup",6.3,45.27,"Make"
"Sydney Kings","2pt","Step Back Jump Shot",86.1,31.25,"Make"
"Perth Wildcats","3pt","Jump Shot",6.21,97.26,"Miss"
"Sydney Kings","3pt","Jump Shot",72.69,79.88,"Make"
"Perth Wildcats","2pt","Jump Shot",7.28,53.81,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",85.45,64.18,"Make"
"Perth Wildcats","3pt","Jump Shot",25.59,11.74,"Make"
"Sydney Kings","2pt","Turn Around Jump Shot",79.8,44.05,"Miss"
"Perth Wildcats","3pt","Jump Shot",24.45,12.2,"Make"
"Sydney Kings","3pt","Jump Shot",74.57,17.07,"Make"
"Perth Wildcats","2pt","Hook Shot",12.43,43.9,"Miss"
"Perth Wildcats","2pt","Turn Around Jump Shot",15.78,58.69,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",65.33,54.57,"Make"
"Sydney Kings","3pt","Jump Shot",79.23,12.04,"Make"
"Perth Wildcats","2pt","Driving Layup",6.79,48.63,"Miss"
"Sydney Kings","3pt","Jump Shot",93.62,97.1,"Miss"
"Perth Wildcats","3pt","Jump Shot",6.79,5.03,"Make"
"Sydney Kings","3pt","Pull Up Jump Shot",70.81,68.75,"Make"
"Perth Wildcats","3pt","Jump Shot",25.02,87.04,"Miss"
"Sydney Kings","2pt","Dunk",92.07,47.87,"Make"
"Sydney Kings","3pt","Jump Shot",27.72,78.96,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",73.1,23.78,"Make"
"Sydney Kings","2pt","Jump Shot",7.03,47.87,"Miss"
"Sydney Kings","2pt","Jump Shot",7.36,51.98,"Miss"
"Perth Wildcats","2pt","Layup",92.15,49.85,"Miss"
"Sydney Kings","2pt","Floating Jump Shot",6.95,47.41,"Make"
"Perth Wildcats","2pt","Floating Jump Shot",92.15,48.93,"Miss"
"Perth Wildcats","2pt","Driving Layup",92.89,51.98,"Miss"
"Perth Wildcats","3pt","Jump Shot",89.53,3.96,"Make"
"Perth Wildcats","2pt","Driving Layup",92.23,47.41,"Miss"
"Sydney Kings","2pt","Driving Layup",6.46,46.19,"Make"
"Perth Wildcats","2pt","Jump Shot",75.72,36.28,"Miss"
"Sydney Kings","3pt","Jump Shot",25.84,83.99,"Miss"
"Perth Wildcats","2pt","Turn Around Jump Shot",91.17,64.94,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",30.74,37.96,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",29.44,70.43,"Make"
"Perth Wildcats","3pt","Jump Shot",76.37,14.63,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",13.57,38.41,"Miss"
"Perth Wildcats","2pt","Driving Layup",93.05,54.27,"Make"
"Sydney Kings","2pt","Layup",6.62,54.57,"Make"
"Perth Wildcats","3pt","Jump Shot",67.38,51.37,"Miss"
"Sydney Kings","3pt","Jump Shot",24.69,82.62,"Miss"
"Perth Wildcats","2pt","Tip In",95,50,"Make"
"Perth Wildcats","2pt","Tip In",95,50,"Miss"
"Perth Wildcats","2pt","Layup",92.56,52.29,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",29.76,28.96,"Miss"
"Perth Wildcats","3pt","Jump Shot",67.46,43.45,"Miss"
"Sydney Kings","2pt","Layup",6.79,47.26,"Make"
"Perth Wildcats","2pt","Layup",92.72,53.66,"Make"
"Sydney Kings","3pt","Jump Shot",25.76,18.14,"Make"
"Perth Wildcats","2pt","Turn Around Jump Shot",92.89,69.82,"Miss"
"Sydney Kings","3pt","Jump Shot",26.33,82.16,"Miss"
"Sydney Kings","3pt","Jump Shot",31.07,59.15,"Miss"
"Perth Wildcats","3pt","Jump Shot",90.27,96.8,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",28.62,75.3,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",75.55,87.04,"Make"
"Perth Wildcats","3pt","Jump Shot",77.6,11.59,"Miss"
"Perth Wildcats","2pt","Jump Shot",80.29,19.82,"Miss"
"Sydney Kings","2pt","Driving Layup",8.01,53.35,"Make"
"Perth Wildcats","3pt","Pull Up Jump Shot",77.11,12.8,"Make"
"Sydney Kings","2pt","Dunk",7.93,51.37,"Make"
"Sydney Kings","3pt","Jump Shot",31.48,67.68,"Miss"
"Sydney Kings","3pt","Jump Shot",21.42,89.63,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",70.16,71.8,"Make"
"Sydney Kings","2pt","Driving Layup",6.62,56.86,"Make"
"Perth Wildcats","2pt","Hook Shot",87.16,52.29,"Miss"
"Sydney Kings","2pt","Tip In",5,50,"Make"
"Sydney Kings","2pt","Layup",7.52,44.51,"Miss"
"Perth Wildcats","2pt","Layup",91.5,49.85,"Make"
"Sydney Kings","2pt","Driving Layup",7.28,55.03,"Make"
"Perth Wildcats","2pt","Fade Away",85.85,40.09,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",25.67,39.48,"Make"
"Perth Wildcats","2pt","Layup",91.41,50.61,"Miss"
"Perth Wildcats","3pt","Jump Shot",93.38,97.56,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",4.5,95.73,"Miss"
"Sydney Kings","3pt","Pull Up Jump Shot",31.48,50.61,"Make"
"Perth Wildcats","2pt","Tip In",95,50,"Make"
"Perth Wildcats","3pt","Jump Shot",72.44,80.95,"Miss"
"Perth Wildcats","3pt","Jump Shot",91.09,3.51,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",21.91,50.76,"Make"
"Perth Wildcats","2pt","Layup",92.56,54.88,"Make"
"Sydney Kings","3pt","Jump Shot",23.47,87.5,"Miss"
"Sydney Kings","2pt","Pull Up Jump Shot",6.79,39.33,"Miss"
"Perth Wildcats","3pt","Pull Up Jump Shot",71.71,25.91,"Miss"
"Sydney Kings","2pt","Driving Layup",7.69,54.12,"Miss"
"Perth Wildcats","2pt","Tip In",95,50,"Miss"
"Perth Wildcats","2pt","Pull Up Jump Shot",84.87,77.59,"Miss"
"Sydney Kings","3pt","Jump Shot",25.18,84.91,"Miss"
"Perth Wildcats","2pt","Tip In",95,50,"Make"
"Perth Wildcats","3pt","Pull Up Jump Shot",70.56,71.19,"Miss"
"Sydney Kings","2pt","Jump Shot",8.09,75,"Make"
"Perth Wildcats","3pt","Pull Up Jump Shot",72.36,16.62,"Make"
